ID,Mã món ăn,Mã nhóm món ăn,Tên món ăn,Nhóm món ăn
270,MONMAN_CA_CHIEN_001,MONMAN_CA_CHIEN,Cá ba sa chiên sả,MÓN MẶN
271,MONMAN_CA_CHIEN_002,MONMAN_CA_CHIEN,Cá chiên + mắm tỏi,MÓN MẶN
272,MONMAN_CA_CHIEN_003,MONMAN_CA_CHIEN,Cá chiên + mắm xoài,MÓN MẶN
274,MONMAN_CA_CHIEN_005,MONMAN_CA_CHIEN,Cá chiên sốt mắm,MÓN MẶN
275,MONMAN_CA_CHIEN_006,MONMAN_CA_CHIEN,Cá chim chiên sả,MÓN MẶN
276,MONMAN_CA_CHIEN_007,MONMAN_CA_CHIEN,Cá cơm chiên giòn,MÓN MẶN
277,MONMAN_CA_CHIEN_008,MONMAN_CA_CHIEN,Cá diêu hồng chiên muối ớt,MÓN MẶN
278,MONMAN_CA_CHIEN_009,MONMAN_CA_CHIEN,Cá diêu hồng chiên sả,MÓN MẶN
279,MONMAN_CA_CHIEN_010,MONMAN_CA_CHIEN,Cá hố chiên,MÓN MẶN
280,MONMAN_CA_CHIEN_011,MONMAN_CA_CHIEN,Cá hố chiên rim tỏi ớt,MÓN MẶN
281,MONMAN_CA_CHIEN_012,MONMAN_CA_CHIEN,Cá hồi chiên sốt mắm,MÓN MẶN
282,MONMAN_CA_CHIEN_013,MONMAN_CA_CHIEN,Cá hường chiên,MÓN MẶN
283,MONMAN_CA_CHIEN_014,MONMAN_CA_CHIEN,Cá hường chiên muối ớt,MÓN MẶN
284,MONMAN_CA_CHIEN_015,MONMAN_CA_CHIEN,Cá hường chiên sả,MÓN MẶN
285,MONMAN_CA_CHIEN_016,MONMAN_CA_CHIEN,Cá hường chiên sả + nước mắm tỏi,MÓN MẶN
286,MONMAN_CA_CHIEN_017,MONMAN_CA_CHIEN,Cá lóc chiên,MÓN MẶN
287,MONMAN_CA_CHIEN_018,MONMAN_CA_CHIEN,Cá lóc chiên giòn,MÓN MẶN
288,MONMAN_CA_CHIEN_019,MONMAN_CA_CHIEN,Cá lóc chiên sả,MÓN MẶN
289,MONMAN_CA_CHIEN_020,MONMAN_CA_CHIEN,Cá mèo chiên,MÓN MẶN
290,MONMAN_CA_CHIEN_021,MONMAN_CA_CHIEN,Cá mèo chiên giòn,MÓN MẶN
291,MONMAN_CA_CHIEN_022,MONMAN_CA_CHIEN,Cá ngân chiên,MÓN MẶN
292,MONMAN_CA_CHIEN_023,MONMAN_CA_CHIEN,Cá ngân chiên sốt nước mắm chua ngọt,MÓN MẶN
293,MONMAN_CA_CHIEN_024,MONMAN_CA_CHIEN,Cá nục chiên,MÓN MẶN
294,MONMAN_CA_CHIEN_025,MONMAN_CA_CHIEN,Cá nục chiên + mắm xoài,MÓN MẶN
295,MONMAN_CA_CHIEN_026,MONMAN_CA_CHIEN,Cá nục chiên giòn,MÓN MẶN
296,MONMAN_CA_CHIEN_027,MONMAN_CA_CHIEN,Cá nục chiên mắm tỏi,MÓN MẶN
297,MONMAN_CA_CHIEN_028,MONMAN_CA_CHIEN,Cá nục chiên sốt cà,MÓN MẶN
298,MONMAN_CA_CHIEN_029,MONMAN_CA_CHIEN,Cá nục chiên sốt mắm,MÓN MẶN
299,MONMAN_CA_CHIEN_030,MONMAN_CA_CHIEN,Cá nục chiên sốt nước mắm chua ngọt,MÓN MẶN
300,MONMAN_CA_CHIEN_031,MONMAN_CA_CHIEN,Cá sặc chiên sả,MÓN MẶN
301,MONMAN_CA_CHIEN_032,MONMAN_CA_CHIEN,Cá thác lác thì là,MÓN MẶN
302,MONMAN_CA_CHIEN_033,MONMAN_CA_CHIEN,Cá trê chiên + mắm gừng,MÓN MẶN
303,MONMAN_CA_CHIEN_034,MONMAN_CA_CHIEN,File cá chiên sả,MÓN MẶN
304,MONMAN_CA_CHIEN_035,MONMAN_CA_CHIEN,Cá trê chiên giòn + nước mắm gừng,MÓN MẶN
305,MONMAN_CA_CHIEN_036,MONMAN_CA_CHIEN,Cá hố chiên rim mắm,MÓN MẶN
306,MONMAN_CA_KHO_001,MONMAN_CA_KHO,Cá ba sa kho thơm,MÓN MẶN
307,MONMAN_CA_KHO_002,MONMAN_CA_KHO,Cá ba sa kho tiêu,MÓN MẶN
308,MONMAN_CA_KHO_003,MONMAN_CA_KHO,Cá ba sa kho tóp mỡ,MÓN MẶN
309,MONMAN_CA_KHO_004,MONMAN_CA_KHO,Cá bạc má chiên,MÓN MẶN
310,MONMAN_CA_KHO_005,MONMAN_CA_KHO,Cá bạc má kho cà,MÓN MẶN
311,MONMAN_CA_KHO_006,MONMAN_CA_KHO,Cá bạc má chiên + mắm xoài,MÓN MẶN
312,MONMAN_CA_KHO_007,MONMAN_CA_KHO,Cá bống kho tiêu,MÓN MẶN
313,MONMAN_CA_KHO_008,MONMAN_CA_KHO,Cá bông lau kho thịt,MÓN MẶN
314,MONMAN_CA_KHO_009,MONMAN_CA_KHO,Cá bạc má sốt mắm,MÓN MẶN
315,MONMAN_CA_KHO_010,MONMAN_CA_KHO,Cá bông lau kho tiêu,MÓN MẶN
316,MONMAN_CA_KHO_011,MONMAN_CA_KHO,Cá bống chiên + nước mắm chua ngọt,MÓN MẶN
317,MONMAN_CA_KHO_012,MONMAN_CA_KHO,Cá cam kho cà,MÓN MẶN
318,MONMAN_CA_KHO_013,MONMAN_CA_KHO,Cá cam kho thơm,MÓN MẶN
319,MONMAN_CA_KHO_014,MONMAN_CA_KHO,Cá bông lau chiên sả,MÓN MẶN
320,MONMAN_CA_KHO_015,MONMAN_CA_KHO,Cá cờ kho cà,MÓN MẶN
321,MONMAN_CA_KHO_016,MONMAN_CA_KHO,Cá cờ kho thơm,MÓN MẶN
322,MONMAN_CA_KHO_017,MONMAN_CA_KHO,Cá cơm kho tiêu,MÓN MẶN
323,MONMAN_CA_KHO_018,MONMAN_CA_KHO,Cá diêu hồng kho cà,MÓN MẶN
324,MONMAN_CA_KHO_019,MONMAN_CA_KHO,Cá diêu hồng kho cay,MÓN MẶN
325,MONMAN_CA_KHO_020,MONMAN_CA_KHO,Cá diêu hồng kho dưa,MÓN MẶN
326,MONMAN_CA_KHO_021,MONMAN_CA_KHO,Cá diêu hồng kho tương,MÓN MẶN
327,MONMAN_CA_KHO_022,MONMAN_CA_KHO,Cá diêu hồng kho tương hột,MÓN MẶN
328,MONMAN_CA_KHO_023,MONMAN_CA_KHO,Cá kèo kho,MÓN MẶN
329,MONMAN_CA_KHO_024,MONMAN_CA_KHO,Cá kèo kho cà,MÓN MẶN
330,MONMAN_CA_KHO_025,MONMAN_CA_KHO,Cá kèo kho rau răm,MÓN MẶN
331,MONMAN_CA_KHO_026,MONMAN_CA_KHO,Cá lóc kho bầu,MÓN MẶN
332,MONMAN_CA_KHO_027,MONMAN_CA_KHO,Cá lóc kho củ cải,MÓN MẶN
333,MONMAN_CA_KHO_028,MONMAN_CA_KHO,Cá lóc kho nghệ,MÓN MẶN
334,MONMAN_CA_KHO_029,MONMAN_CA_KHO,Cá lóc kho thơm,MÓN MẶN
335,MONMAN_CA_KHO_030,MONMAN_CA_KHO,Cá lóc kho tiêu,MÓN MẶN
336,MONMAN_CA_KHO_031,MONMAN_CA_KHO,Cá lóc kho tộ,MÓN MẶN
337,MONMAN_CA_KHO_032,MONMAN_CA_KHO,Cá ngân kho cay,MÓN MẶN
338,MONMAN_CA_KHO_033,MONMAN_CA_KHO,Cá ngân kho dưa,MÓN MẶN
339,MONMAN_CA_KHO_034,MONMAN_CA_KHO,Cá ngân kho măng,MÓN MẶN
340,MONMAN_CA_KHO_035,MONMAN_CA_KHO,Cá ngân kho mía,MÓN MẶN
341,MONMAN_CA_KHO_036,MONMAN_CA_KHO,Cá ngân kho riềng,MÓN MẶN
342,MONMAN_CA_KHO_037,MONMAN_CA_KHO,Cá ngân kho tàu,MÓN MẶN
343,MONMAN_CA_KHO_038,MONMAN_CA_KHO,Cá ngân kho thơm,MÓN MẶN
344,MONMAN_CA_KHO_039,MONMAN_CA_KHO,Cá ngân kho tiêu,MÓN MẶN
345,MONMAN_CA_KHO_040,MONMAN_CA_KHO,Cá ngân kho tỏi ớt,MÓN MẶN
346,MONMAN_CA_KHO_041,MONMAN_CA_KHO,Cá ngân kho tóp mỡ,MÓN MẶN
347,MONMAN_CA_KHO_042,MONMAN_CA_KHO,Cá ngừ kho cà,MÓN MẶN
348,MONMAN_CA_KHO_043,MONMAN_CA_KHO,Cá ngừ kho cay,MÓN MẶN
349,MONMAN_CA_KHO_044,MONMAN_CA_KHO,Cá ngừ kho coca,MÓN MẶN
350,MONMAN_CA_KHO_045,MONMAN_CA_KHO,Cá ngừ kho dưa,MÓN MẶN
351,MONMAN_CA_KHO_046,MONMAN_CA_KHO,Cá ngừ kho măng,MÓN MẶN
352,MONMAN_CA_KHO_047,MONMAN_CA_KHO,Cá ngừ kho thơm,MÓN MẶN
353,MONMAN_CA_KHO_048,MONMAN_CA_KHO,Cá nục bông kho cà,MÓN MẶN
354,MONMAN_CA_KHO_049,MONMAN_CA_KHO,Cá nục bông kho thơm,MÓN MẶN
355,MONMAN_CA_KHO_050,MONMAN_CA_KHO,Cá nục kho cà,MÓN MẶN
356,MONMAN_CA_KHO_051,MONMAN_CA_KHO,Cá nục kho cay,MÓN MẶN
357,MONMAN_CA_KHO_052,MONMAN_CA_KHO,Cá nục kho dưa chua,MÓN MẶN
358,MONMAN_CA_KHO_053,MONMAN_CA_KHO,Cá nục kho măng,MÓN MẶN
359,MONMAN_CA_KHO_054,MONMAN_CA_KHO,Cá nục kho riềng,MÓN MẶN
360,MONMAN_CA_KHO_055,MONMAN_CA_KHO,Cá nục kho tàu,MÓN MẶN
361,MONMAN_CA_KHO_056,MONMAN_CA_KHO,Cá nục kho thơm,MÓN MẶN
362,MONMAN_CA_KHO_057,MONMAN_CA_KHO,Cá nục kho tiêu,MÓN MẶN
363,MONMAN_CA_KHO_058,MONMAN_CA_KHO,Cá nục kho tỏi ớt,MÓN MẶN
364,MONMAN_CA_KHO_059,MONMAN_CA_KHO,Cá nục kho tóp mỡ,MÓN MẶN
365,MONMAN_CA_KHO_060,MONMAN_CA_KHO,Cá rô kho tiêu,MÓN MẶN
366,MONMAN_CA_KHO_061,MONMAN_CA_KHO,Cá thu biển kho,MÓN MẶN
367,MONMAN_CA_KHO_062,MONMAN_CA_KHO,Cá thu biển kho cay,MÓN MẶN
368,MONMAN_CA_KHO_063,MONMAN_CA_KHO,Cá thu biển kho nước tương,MÓN MẶN
369,MONMAN_CA_KHO_064,MONMAN_CA_KHO,Cá thu nhật kho,MÓN MẶN
370,MONMAN_CA_KHO_065,MONMAN_CA_KHO,Cá thu nhật kho cà,MÓN MẶN
371,MONMAN_CA_KHO_066,MONMAN_CA_KHO,Cá trê kho tiêu,MÓN MẶN
372,MONMAN_CA_RIM_001,MONMAN_CA_RIM,Cá cơm rim me,MÓN MẶN
373,MONMAN_CA_RIM_002,MONMAN_CA_RIM,Cá cơm rim tỏi ớt,MÓN MẶN
374,MONMAN_CA_SOT_001,MONMAN_CA_SOT,Cá cờ sốt cà,MÓN MẶN
375,MONMAN_CA_SOT_002,MONMAN_CA_SOT,Cá diêu hồng sốt cà,MÓN MẶN
376,MONMAN_CA_SOT_003,MONMAN_CA_SOT,Cá diêu hồng sốt cay,MÓN MẶN
377,MONMAN_CA_SOT_004,MONMAN_CA_SOT,Cá diêu hồng sốt mắm,MÓN MẶN
378,MONMAN_CA_SOT_005,MONMAN_CA_SOT,Cá hồi sốt bơ tỏi,MÓN MẶN
379,MONMAN_CA_SOT_006,MONMAN_CA_SOT,Cá hồi sốt mắm,MÓN MẶN
380,MONMAN_CA_SOT_007,MONMAN_CA_SOT,Cá khô đù sốt chua ngọt,MÓN MẶN
381,MONMAN_CA_SOT_008,MONMAN_CA_SOT,Cá ngân sốt cà,MÓN MẶN
382,MONMAN_CA_SOT_009,MONMAN_CA_SOT,Cá nục sốt cà,MÓN MẶN
383,MONMAN_CAKHO_KHAC_001,MONMAN_CAKHO_KHAC,Khô cá cơm ngào xoài xanh,MÓN MẶN
384,MONMAN_CAKHO_RIM_001,MONMAN_CAKHO_RIM,Khô cá chỉ vàng rim tỏi ớt,MÓN MẶN
385,MONMAN_CAKHO_RIM_002,MONMAN_CAKHO_RIM,Khô cá cơm rim me,MÓN MẶN
386,MONMAN_CAKHO_RIM_003,MONMAN_CAKHO_RIM,Khô cá cơm rim tỏi ớt,MÓN MẶN
387,MONMAN_CAKHO_RIM_004,MONMAN_CAKHO_RIM,Khô lưỡi trâu rim,MÓN MẶN
388,MONMAN_CAKHO_RIM_005,MONMAN_CAKHO_RIM,Khô lưỡi trâu rim đường,MÓN MẶN
389,MONMAN_CAKHO_SOT_001,MONMAN_CAKHO_SOT,Khô lưỡi trâu sốt chua ngọt,MÓN MẶN
390,MONMAN_CHACA_CHIEN_001,MONMAN_CHACA_CHIEN,Chả cá bọc trứng cút,MÓN MẶN
391,MONMAN_CHACA_CHIEN_002,MONMAN_CHACA_CHIEN,Chả cá chiên,MÓN MẶN
392,MONMAN_CHACA_KHAC_001,MONMAN_CHACA_KHAC,Chả cá thác lác,MÓN MẶN
393,MONMAN_CHACA_KHAC_002,MONMAN_CHACA_KHAC,Chả cá thì là,MÓN MẶN
394,MONMAN_CHACA_RIM_001,MONMAN_CHACA_RIM,Chả cá nha trang rim mắm,MÓN MẶN
395,MONMAN_CHACA_RIM_002,MONMAN_CHACA_RIM,Chả cá nha trang rim tỏi ớt,MÓN MẶN
396,MONMAN_CHACA_RIM_003,MONMAN_CHACA_RIM,Chả cá ram hành,MÓN MẶN
397,MONMAN_CHACA_RIM_004,MONMAN_CHACA_RIM,Chả cá rim,MÓN MẶN
398,MONMAN_CHACA_RIM_005,MONMAN_CHACA_RIM,Chả cá rim dứa,MÓN MẶN
399,MONMAN_CHACA_RIM_006,MONMAN_CHACA_RIM,Chả cá rim hành lá,MÓN MẶN
400,MONMAN_CHACA_RIM_007,MONMAN_CHACA_RIM,Chả cá rim mắm,MÓN MẶN
401,MONMAN_CHACA_RIM_008,MONMAN_CHACA_RIM,Chả cá rim ớt chuông,MÓN MẶN
402,MONMAN_CHACA_RIM_009,MONMAN_CHACA_RIM,Chả cá rim thơm,MÓN MẶN
403,MONMAN_CHACA_RIM_010,MONMAN_CHACA_RIM,Chả cá rim tỏi ớt,MÓN MẶN
404,MONMAN_CHACA_RIM_011,MONMAN_CHACA_RIM,Chả cá rim trứng cút,MÓN MẶN
405,MONMAN_CHACA_SOT_001,MONMAN_CHACA_SOT,Chả cá nha trang sốt cà chua,MÓN MẶN
406,MONMAN_CHACA_SOT_002,MONMAN_CHACA_SOT,Chả cá sốt cà chua,MÓN MẶN
407,MONMAN_CHALUA_KHO_001,MONMAN_CHALUA_KHO,Chả chiên kho tiêu,MÓN MẶN
408,MONMAN_CHALUA_KHO_002,MONMAN_CHALUA_KHO,Chả lụa kho tiêu,MÓN MẶN
409,MONMAN_CHALUA_KHO_003,MONMAN_CHALUA_KHO,Chả lụa kho trứng cút,MÓN MẶN
410,MONMAN_CHALUA_RIM_001,MONMAN_CHALUA_RIM,Chả chiên rim mắm,MÓN MẶN
411,MONMAN_CHALUA_RIM_002,MONMAN_CHALUA_RIM,Chả chiên rim ớt chuông,MÓN MẶN
412,MONMAN_CHALUA_RIM_003,MONMAN_CHALUA_RIM,Chả lụa rim thơm,MÓN MẶN
413,MONMAN_CHALUA_RIM_004,MONMAN_CHALUA_RIM,Chả lụa rim,MÓN MẶN
414,MONMAN_CHALUA_RIM_005,MONMAN_CHALUA_RIM,Chả lụa rim hành lá,MÓN MẶN
415,MONMAN_CHALUA_RIM_006,MONMAN_CHALUA_RIM,Chả lụa rim mắm,MÓN MẶN
416,MONMAN_CHALUA_RIM_007,MONMAN_CHALUA_RIM,Chả lụa rim nước mắm,MÓN MẶN
417,MONMAN_CHALUA_RIM_008,MONMAN_CHALUA_RIM,Chả lụa rim nước tương,MÓN MẶN
418,MONMAN_CHALUA_RIM_009,MONMAN_CHALUA_RIM,Chả lụa rim ớt chuông,MÓN MẶN
419,MONMAN_CHALUA_RIM_010,MONMAN_CHALUA_RIM,Chả lụa rim tỏi ớt,MÓN MẶN
420,MONMAN_CHALUA_RIM_011,MONMAN_CHALUA_RIM,Chả lụa rim trúng cút,MÓN MẶN
421,MONMAN_CHALUA_RIM_012,MONMAN_CHALUA_RIM,Chả chiên rim trứng cút,MÓN MẶN
422,MONMAN_CHALUA_SOT_001,MONMAN_CHALUA_SOT,Chả lụa sốt cà,MÓN MẶN
423,MONMAN_CHALUA_SOT_002,MONMAN_CHALUA_SOT,Chả lụa sốt mắm,MÓN MẶN
424,MONMAN_CHEBIEN_CHIEN_001,MONMAN_CHEBIEN_CHIEN,Chả giò chiên,MÓN MẶN
425,MONMAN_CHEBIEN_KHAC_001,MONMAN_CHEBIEN_KHAC,Lạp xưởng,MÓN MẶN
426,MONMAN_CHEBIEN_NUONG_001,MONMAN_CHEBIEN_NUONG,Nem nướng mỡ hành,MÓN MẶN
427,MONMAN_DAUHU_CHIEN_001,MONMAN_DAUHU_CHIEN,Đậu hũ chiên muối ớt,MÓN MẶN
428,MONMAN_DAUHU_CHIEN_002,MONMAN_DAUHU_CHIEN,Đậu hũ chiên sả ớt,MÓN MẶN
429,MONMAN_DAUHU_CHIEN_003,MONMAN_DAUHU_CHIEN,Đậu hũ chiên trứng,MÓN MẶN
430,MONMAN_DAUHU_CHIEN_004,MONMAN_DAUHU_CHIEN,Đậu hũ dồn thịt chiên sả,MÓN MẶN
431,MONMAN_DAUHU_CHIEN_005,MONMAN_DAUHU_CHIEN,Đậu hũ dồn nấm,MÓN MẶN
432,MONMAN_DAUHU_CHIEN_006,MONMAN_DAUHU_CHIEN,Đậu hũ dồn thịt,MÓN MẶN
433,MONMAN_DAUHU_KHAC_001,MONMAN_DAUHU_KHAC,Đậu hũ non tứ xuyên,MÓN MẶN
434,MONMAN_DAUHU_KHAC_002,MONMAN_DAUHU_KHAC,Đậu hũ non tứ xuyên xốt thịt,MÓN MẶN
435,MONMAN_DAUHU_KHAC_003,MONMAN_DAUHU_KHAC,Đậu hũ tứ xuyên,MÓN MẶN
436,MONMAN_DAUHU_KHO_001,MONMAN_DAUHU_KHO,Đậu hũ kho cà,MÓN MẶN
437,MONMAN_DAUHU_KHO_002,MONMAN_DAUHU_KHO,Đậu hũ kho nấm,MÓN MẶN
438,MONMAN_DAUHU_KHO_003,MONMAN_DAUHU_KHO,Đậu hũ kho nấm bông cải,MÓN MẶN
439,MONMAN_DAUHU_KHO_004,MONMAN_DAUHU_KHO,Đậu hũ kho nấm thơm,MÓN MẶN
440,MONMAN_DAUHU_KHO_005,MONMAN_DAUHU_KHO,Đậu hũ kho thịt,MÓN MẶN
441,MONMAN_DAUHU_KHO_006,MONMAN_DAUHU_KHO,Đậu hũ kho trứng cút,MÓN MẶN
442,MONMAN_DAUHU_RIM_001,MONMAN_DAUHU_RIM,Đậu hũ rim thịt bằm,MÓN MẶN
443,MONMAN_DAUHU_SOT_001,MONMAN_DAUHU_SOT,Đậu hũ dồn thịt sốt cà,MÓN MẶN
444,MONMAN_DAUHU_SOT_002,MONMAN_DAUHU_SOT,Đậu hũ dồn thịt sốt mắm,MÓN MẶN
445,MONMAN_DAUHU_SOT_003,MONMAN_DAUHU_SOT,Đậu hũ sốt cà chua,MÓN MẶN
446,MONMAN_DAUHU_SOT_004,MONMAN_DAUHU_SOT,Đậu hũ sốt chua ngọt,MÓN MẶN
447,MONMAN_DAUHU_SOT_005,MONMAN_DAUHU_SOT,Đậu hũ sốt nấm cà chua,MÓN MẶN
448,MONMAN_DAUHU_SOT_006,MONMAN_DAUHU_SOT,Đậu hũ sốt nấm đông cô,MÓN MẶN
449,MONMAN_DAUHU_SOT_007,MONMAN_DAUHU_SOT,Đậu hũ sốt thịt,MÓN MẶN
450,MONMAN_DAUHU_SOT_008,MONMAN_DAUHU_SOT,Đậu hũ sốt thịt cà chua,MÓN MẶN
451,MONMAN_ECH_CHIEN_001,MONMAN_ECH_CHIEN,Ếch chiên nước mắm,MÓN MẶN
452,MONMAN_ECH_OM_001,MONMAN_ECH_OM,Ếch om chuối,MÓN MẶN
453,MONMAN_ECH_XAO_001,MONMAN_ECH_XAO,Ếch xào lăn,MÓN MẶN
454,MONMAN_ECH_XAO_002,MONMAN_ECH_XAO,Ếch xào sả ớt,MÓN MẶN
455,MONMAN_GA_CHIEN_001,MONMAN_GA_CHIEN,Cánh gà chiên,MÓN MẶN
456,MONMAN_GA_CHIEN_002,MONMAN_GA_CHIEN,Cánh gà rô ti,MÓN MẶN
457,MONMAN_GA_CHIEN_003,MONMAN_GA_CHIEN,Cánh gà chiên bơ tỏi,MÓN MẶN
458,MONMAN_GA_CHIEN_004,MONMAN_GA_CHIEN,Đùi gà rôti,MÓN MẶN
459,MONMAN_GA_CHIEN_005,MONMAN_GA_CHIEN,Cánh gà chiên nước mắm,MÓN MẶN
460,MONMAN_GA_CHIEN_006,MONMAN_GA_CHIEN,Gà rô ti,MÓN MẶN
461,MONMAN_GA_CHIEN_007,MONMAN_GA_CHIEN,Cánh gà chiên xù,MÓN MẶN
462,MONMAN_GA_CHIEN_008,MONMAN_GA_CHIEN,Cánh gà xối mỡ,MÓN MẶN
463,MONMAN_GA_CHIEN_009,MONMAN_GA_CHIEN,Đùi gà chiên,MÓN MẶN
464,MONMAN_GA_CHIEN_010,MONMAN_GA_CHIEN,Đùi gà chiên bơ,MÓN MẶN
465,MONMAN_GA_CHIEN_011,MONMAN_GA_CHIEN,Đùi gà chiên nước mắm,MÓN MẶN
466,MONMAN_GA_CHIEN_012,MONMAN_GA_CHIEN,Đùi gà chiên sốt teriyaki,MÓN MẶN
467,MONMAN_GA_CHIEN_013,MONMAN_GA_CHIEN,Đùi gà chiên xù,MÓN MẶN
468,MONMAN_GA_CHIEN_014,MONMAN_GA_CHIEN,Đùi gà xối mỡ,MÓN MẶN
469,MONMAN_GA_CHIEN_015,MONMAN_GA_CHIEN,Gà chiên bơ tỏi,MÓN MẶN
470,MONMAN_GA_CHIEN_016,MONMAN_GA_CHIEN,Gà chiên nước mắm,MÓN MẶN
471,MONMAN_GA_CHIEN_017,MONMAN_GA_CHIEN,Gà chiên sả,MÓN MẶN
472,MONMAN_GA_CHIEN_018,MONMAN_GA_CHIEN,Gà xối mỡ,MÓN MẶN
473,MONMAN_GA_CHIEN_019,MONMAN_GA_CHIEN,Má gà xối mỡ,MÓN MẶN
474,MONMAN_GA_CHIEN_020,MONMAN_GA_CHIEN,Ức gà chiên xù,MÓN MẶN
475,MONMAN_GA_GOI_001,MONMAN_GA_GOI,Gỏi gà,MÓN MẶN
476,MONMAN_GA_GOI_002,MONMAN_GA_GOI,Gỏi gà bắp cải,MÓN MẶN
477,MONMAN_GA_GOI_003,MONMAN_GA_GOI,Gỏi gà hành tây,MÓN MẶN
478,MONMAN_GA_GOI_004,MONMAN_GA_GOI,Salad gà chua ngọt,MÓN MẶN
479,MONMAN_GA_HAM_001,MONMAN_GA_HAM,Gà hầm măng,MÓN MẶN
480,MONMAN_GA_HAM_002,MONMAN_GA_HAM,Gà lagu,MÓN MẶN
481,MONMAN_GA_HAM_003,MONMAN_GA_HAM,Gà nấu lagu,MÓN MẶN
482,MONMAN_GA_HAM_004,MONMAN_GA_HAM,Gà nấu tiêu xanh,MÓN MẶN
483,MONMAN_GA_HAP_001,MONMAN_GA_HAP,Đùi gà hấp rau răm,MÓN MẶN
484,MONMAN_GA_HAP_002,MONMAN_GA_HAP,Gà hấp cải xanh,MÓN MẶN
485,MONMAN_GA_HAP_003,MONMAN_GA_HAP,Gà hấp hành,MÓN MẶN
486,MONMAN_GA_HAP_004,MONMAN_GA_HAP,Gà hấp hành (đùi gà),MÓN MẶN
487,MONMAN_GA_HAP_005,MONMAN_GA_HAP,Gà hấp lá chanh,MÓN MẶN
488,MONMAN_GA_HAP_006,MONMAN_GA_HAP,Gà hấp rau răm,MÓN MẶN
489,MONMAN_GA_HAP_007,MONMAN_GA_HAP,Gà hấp sả ớt,MÓN MẶN
490,MONMAN_GA_KHO_001,MONMAN_GA_KHO,Cánh gà kho sả,MÓN MẶN
491,MONMAN_GA_KHO_002,MONMAN_GA_KHO,Gà kho cà ri,MÓN MẶN
492,MONMAN_GA_KHO_003,MONMAN_GA_KHO,Gà kho cay,MÓN MẶN
493,MONMAN_GA_KHO_004,MONMAN_GA_KHO,Gà kho củ cải,MÓN MẶN
494,MONMAN_GA_KHO_005,MONMAN_GA_KHO,Gà kho dưa chua,MÓN MẶN
495,MONMAN_GA_KHO_006,MONMAN_GA_KHO,Gà kho gừng,MÓN MẶN
496,MONMAN_GA_KHO_007,MONMAN_GA_KHO,Gà kho kim chi,MÓN MẶN
497,MONMAN_GA_KHO_008,MONMAN_GA_KHO,Gà kho lá chanh,MÓN MẶN
498,MONMAN_GA_KHO_009,MONMAN_GA_KHO,Gà kho măng,MÓN MẶN
499,MONMAN_GA_KHO_010,MONMAN_GA_KHO,Gà kho nấm,MÓN MẶN
500,MONMAN_GA_KHO_011,MONMAN_GA_KHO,Gà kho nấm đông cô,MÓN MẶN
501,MONMAN_GA_KHO_012,MONMAN_GA_KHO,Gà kho rau răm,MÓN MẶN
502,MONMAN_GA_KHO_013,MONMAN_GA_KHO,Gà kho sả ớt,MÓN MẶN
503,MONMAN_GA_KHO_014,MONMAN_GA_KHO,Gà kho sa tế,MÓN MẶN
504,MONMAN_GA_KHO_015,MONMAN_GA_KHO,Gà kho tàu,MÓN MẶN
505,MONMAN_GA_KHO_016,MONMAN_GA_KHO,Gà kho thơm,MÓN MẶN
506,MONMAN_GA_KHO_017,MONMAN_GA_KHO,Gà kho tiêu,MÓN MẶN
507,MONMAN_GA_KHO_018,MONMAN_GA_KHO,Gà kho tiêu xanh,MÓN MẶN
508,MONMAN_GA_KHO_019,MONMAN_GA_KHO,Gà kho trứng cút,MÓN MẶN
